,id,r,cx,cz,c,contrast,cnr,snr,gcnr
674,3398,0.008,0.0,0.06,1460.0,-44.07113075256348,-1.5483464002609253,1.558097243309021,0.9993905411682038
675,3404,0.004,-0.016,0.045,1490.0,-46.951961517333984,-1.5268439054489136,1.5337328910827637,1.0
676,3407,0.006,0.002,0.05,1580.0,-45.51910400390625,-1.5282396078109741,1.5363781452178955,0.9995209580655786
677,3408,0.003,0.002,0.0475,1540.0,-48.4071683883667,-1.9434086084365845,1.9508200883865356,1.0
678,3410,0.002,0.002,0.0475,1450.0,-44.995741844177246,-1.3768749237060547,1.3846654891967773,1.0
679,3412,0.008,0.012,0.07,1470.0,-39.30036783218384,-1.6336771249771118,1.651578426361084,0.9978617248248013
680,3418,0.006,-0.014,0.055,1490.0,-50.28088569641113,-1.7071014642715454,1.7123441696166992,1.0
681,3422,0.004,-0.008,0.0625,1480.0,-46.43510818481445,-1.5876506567001343,1.5952554941177368,0.9993381867387465
682,3425,0.004,0.006,0.0575,1510.0,-46.54308319091797,-1.5193146467208862,1.5265017747879028,0.9708276769769982
683,3427,0.006,-0.01,0.0625,1500.0,-47.13846206665039,-1.5166304111480713,1.523327350616455,0.9997601343144469
684,3430,0.004,-0.002,0.0675,1510.0,-49.501824378967285,-2.405424118041992,2.4135255813598633,0.998679867694512
685,3431,0.006,-0.016,0.0475,1490.0,-25.06295919418335,-1.4747552871704102,1.6460658311843872,0.9008897038700323
686,3432,0.006,0.014,0.065,1550.0,-45.953073501586914,-1.5093518495559692,1.5169962644577026,0.9990186456615108
687,3446,0.003,-0.014,0.0625,1500.0,-36.25706195831299,-1.65458083152771,1.6804380416870117,1.0
688,3448,0.004,0.01,0.065,1540.0,-47.50466823577881,-1.6531951427459717,1.6601923704147339,0.9980119284669158
689,3454,0.006,0.016,0.0425,1590.0,-47.02888488769531,-1.5120147466659546,1.518776297569275,0.9996210685646051
690,3457,0.006,0.004,0.065,1470.0,-51.22023582458496,-1.7637251615524292,1.7685850858688354,1.0
691,3464,0.002,-0.002,0.07,1540.0,-1.6209816932678223,-0.20717784762382507,1.7548719644546509,0.5322648343763112
692,3466,0.002,0.006,0.0675,1520.0,-3.8651734590530396,-0.5453996658325195,1.8187241554260254,0.576923056289182
693,3470,0.006,0.01,0.065,1520.0,-52.01192378997803,-1.8381255865097046,1.8427481651306152,1.0
694,3472,0.006,-0.014,0.0525,1560.0,-32.399773597717285,-1.6560055017471313,1.6967092752456665,0.999674160976739
695,3474,0.002,0.012,0.0475,1430.0,-31.382791996002197,-1.6053760051727295,1.6498744487762451,1.0
696,3476,0.003,0.0,0.04,1570.0,-41.03201389312744,-1.6402380466461182,1.6549336910247803,0.99706744901203
697,3483,0.008,-0.01,0.0475,1560.0,-49.8423433303833,-1.6415717601776123,1.6468751430511475,1.0
698,3490,0.002,0.012,0.0425,1460.0,-44.93691444396973,-1.628053903579712,1.6373285055160522,1.0
699,3496,0.004,-0.008,0.045,1510.0,-38.9098858833313,-1.5722109079360962,1.5902400016784668,0.9986746189494488
700,3499,0.004,-0.004,0.05,1540.0,-50.169663429260254,-1.68131685256958,1.686547040939331,0.9993373094223501
701,3503,0.004,-0.014,0.0475,1540.0,-46.96096897125244,-1.3337503671646118,1.3397618532180786,0.9496764921905355
702,3511,0.002,-0.006,0.065,1430.0,-28.563554286956787,-1.1846163272857666,1.236069679260254,0.8416429070113594
703,3512,0.006,0.01,0.0675,1440.0,-45.14110088348389,-1.5878288745880127,1.596662998199463,0.9997598462920525
704,3514,0.008,0.01,0.04,1430.0,-41.95768356323242,-1.4505115747451782,1.462182879447937,0.9880284886057807
705,3517,0.008,0.014,0.05,1530.0,-52.42471218109131,-1.9382622241973877,1.9429099559783936,0.999868195597733
706,3519,0.003,-0.012,0.0475,1450.0,-30.01009702682495,-1.7713851928710938,1.8291664123535156,0.9985465115742042
707,3520,0.008,-0.014,0.0475,1560.0,-50.67279815673828,-1.643250823020935,1.6480741500854492,1.0
708,3528,0.008,-0.002,0.06,1520.0,-50.49575328826904,-1.7741626501083374,1.7794779539108276,0.9998780190335048
709,3530,0.004,-0.008,0.0625,1600.0,-50.71157932281494,-1.9677094221115112,1.9734594821929932,1.0
710,3534,0.008,-0.014,0.06,1450.0,-44.99770164489746,-1.6848299503326416,1.6985604763031006,0.9944140033094799
711,3536,0.006,-0.01,0.0475,1530.0,-48.8360071182251,-1.4840537309646606,1.4894392490386963,1.0
712,3538,0.006,0.0,0.065,1490.0,-29.62733030319214,-1.7500805854797363,1.8098268508911133,0.9997624703289688
713,3545,0.008,-0.012,0.0575,1560.0,-48.00501823425293,-1.5415945053100586,1.547752857208252,0.9995124329814257
714,3547,0.002,-0.004,0.0625,1570.0,-34.33213710784912,-1.065791130065918,1.0866597890853882,0.7633136108024967
715,3550,0.004,-0.01,0.0625,1530.0,-50.23884296417236,-1.6828548908233643,1.688048243522644,1.0
716,3554,0.003,-0.004,0.055,1460.0,-51.242923736572266,-1.8453819751739502,1.8504533767700195,1.0
717,3560,0.004,-0.012,0.0425,1420.0,-46.05837821960449,-1.5745238065719604,1.5824016332626343,0.99932249326247
718,3566,0.006,-0.006,0.055,1430.0,-34.681944847106934,-1.6275184154510498,1.6581048965454102,1.0
719,3568,0.004,0.014,0.045,1550.0,-20.831871032714844,-1.0856391191482544,1.269883632659912,0.7538800951466775
720,3571,0.004,-0.012,0.0475,1590.0,-38.474557399749756,-1.651567816734314,1.671492338180542,0.9993224931821306
721,3577,0.004,0.01,0.0675,1440.0,-46.9749116897583,-1.4640398025512695,1.470628023147583,1.0
722,3578,0.002,-0.01,0.06,1530.0,-40.61758518218994,-0.781734049320221,0.7890834212303162,0.5928143397888226
723,3588,0.003,-0.012,0.0525,1480.0,-48.32132339477539,-1.6084898710250854,1.6146847009658813,1.0
724,3592,0.006,-0.004,0.0625,1560.0,-49.30121898651123,-1.6250591278076172,1.6306477785110474,0.9995202686517052
725,3597,0.002,-0.008,0.0575,1500.0,-30.175681114196777,-1.360976219177246,1.4224023818969727,0.9464620899626676
726,3602,0.003,0.0,0.06,1480.0,-36.80631637573242,-1.5545865297317505,1.577370285987854,0.9985507246105073
727,3616,0.004,0.014,0.0625,1570.0,-46.430068016052246,-1.5423580408096313,1.5497499704360962,1.0
728,3619,0.003,-0.014,0.07,1520.0,-29.118947982788086,-1.3211618661880493,1.3690804243087769,0.9742813941524636
729,3621,0.006,-0.016,0.04,1420.0,-45.04616737365723,-1.4918445348739624,1.5002365112304688,0.998864926157635
730,3637,0.008,-0.016,0.0575,1420.0,-40.767860412597656,-1.886016607284546,1.9181665182113647,0.9873417746562934
731,3647,0.003,-0.004,0.065,1550.0,-47.42097854614258,-1.652118444442749,1.6591793298721313,0.998484848810253
732,3652,0.003,-0.006,0.05,1570.0,-51.969027519226074,-2.004791498184204,2.0098583698272705,1.0
733,3653,0.003,0.0,0.0475,1480.0,-46.17684841156006,-1.7087507247924805,1.7171835899353027,1.0
734,3662,0.008,0.004,0.0575,1420.0,-40.37673473358154,-1.6089363098144531,1.624491810798645,0.9993901695498724
735,3665,0.004,0.004,0.05,1490.0,-33.76457452774048,-1.3367441892623901,1.3819118738174438,0.941676204874701
736,3678,0.006,0.012,0.055,1510.0,-45.826072692871094,-1.433394432067871,1.4407615661621094,0.9750670224005931
737,3679,0.003,0.0,0.06,1510.0,-52.07724571228027,-2.0030910968780518,2.0080904960632324,1.0
738,3682,0.006,-0.012,0.055,1590.0,-47.81620979309082,-1.4847564697265625,1.4908185005187988,0.9997319034994258
739,3685,0.002,-0.016,0.0425,1560.0,0.7550595700740814,0.09546788036823273,1.867427945137024,0.5146200291036979
740,3699,0.006,0.006,0.0425,1530.0,-45.90798377990723,-1.5585517883300781,1.5664864778518677,0.9995253915311147
741,3705,0.008,0.016,0.06,1430.0,-46.92469120025635,-1.503469467163086,1.5102745294570923,0.9989862124658313
742,3715,0.008,0.012,0.0675,1500.0,-41.220107078552246,-1.602721095085144,1.616788625717163,0.9994302587712488
743,3723,0.004,-0.01,0.055,1550.0,-44.40915584564209,-1.5203022956848145,1.5295087099075317,1.0
744,3724,0.004,-0.016,0.0675,1530.0,-51.494436264038086,-1.775475025177002,1.7802149057388306,0.9990592658884728
745,3725,0.002,0.004,0.0475,1500.0,-47.010769844055176,-1.2470020055770874,1.2525904178619385,0.9289940726633734
746,3732,0.003,-0.012,0.045,1490.0,-47.96837329864502,-1.67379891872406,1.6805137395858765,0.9985549132644024
747,3738,0.006,0.012,0.05,1510.0,-37.99646615982056,-1.4876800775527954,1.5066558122634888,0.9602791198556271
748,3740,0.004,-0.004,0.0425,1420.0,-50.05176544189453,-1.773508071899414,1.7791008949279785,1.0
749,3750,0.002,0.016,0.05,1430.0,-51.422481536865234,-1.7597864866256714,1.7645235061645508,1.0
750,3753,0.004,0.002,0.06,1510.0,-35.815300941467285,-1.369706392288208,1.3922467231750488,0.9125248528877241
751,3762,0.002,-0.006,0.0475,1470.0,-48.852500915527344,-1.1064766645431519,1.11048424243927,0.8312500502181943
752,3772,0.008,0.004,0.0475,1480.0,-39.64434862136841,-1.6295316219329834,1.6466869115829468,0.9995120166101332
753,3776,0.006,0.004,0.0475,1600.0,-52.45482921600342,-2.1525821685791016,2.1577258110046387,0.9995202685171474
754,3777,0.002,-0.004,0.055,1590.0,-47.14119911193848,-1.7464544773101807,1.7541638612747192,1.0
755,3779,0.006,0.012,0.0525,1590.0,-49.59874629974365,-1.7726863622665405,1.7785769701004028,0.9761073843022224
756,3789,0.004,-0.008,0.07,1580.0,-37.16571569442749,-1.6827386617660522,1.7063870429992676,0.9993399341416613
757,3793,0.006,0.012,0.05,1540.0,-48.29864501953125,-1.478651762008667,1.4843614101409912,0.9991948470797853
758,3797,0.003,-0.012,0.0675,1420.0,-47.72242546081543,-1.4179363250732422,1.4237887859344482,0.9941860465570586
759,3813,0.002,-0.006,0.0625,1540.0,-38.817057609558105,-1.4487152099609375,1.4655089378356934,1.0
760,3815,0.004,-0.01,0.06,1590.0,-43.35349082946777,-1.4950474500656128,1.5052791833877563,1.0
761,3819,0.006,0.002,0.0475,1450.0,-47.75662899017334,-1.503049373626709,1.5092285871505737,0.9995202686198453
762,3825,0.004,-0.006,0.045,1530.0,-51.898860931396484,-1.6988564729690552,1.703184723854065,1.0
763,3831,0.002,0.006,0.0625,1480.0,-28.739893436431885,-1.1743495464324951,1.2682420015335083,0.9000772027724716
764,3837,0.003,0.008,0.07,1430.0,-53.50883483886719,-1.9191957712173462,1.923256516456604,0.9984871407697002
765,3848,0.003,0.0,0.04,1450.0,-43.69701385498047,-1.5459727048873901,1.5561403036117554,1.0
766,3856,0.004,0.004,0.065,1420.0,-45.61991214752197,-1.5909861326217651,1.5993605852127075,1.0
767,3857,0.008,0.012,0.06,1500.0,-49.924049377441406,-1.7191989421844482,1.7247010469436646,0.999837477676435
768,3871,0.004,-0.014,0.06,1570.0,-50.62300205230713,-1.5831135511398315,1.58778715133667,0.9992800575667062
769,3873,0.004,0.01,0.0625,1480.0,-33.88384819030762,-1.6949390172958374,1.729921579360962,1.0
770,3878,0.006,0.006,0.0475,1530.0,-47.08412170410156,-1.5349807739257812,1.5418013334274292,0.9997628083456096
771,3885,0.002,-0.006,0.045,1560.0,-18.04234743118286,-1.0190637111663818,1.2014069557189941,0.7165241534313799
772,3892,0.008,0.0,0.07,1530.0,-52.32783794403076,-1.863409161567688,1.8679273128509521,0.9998694517093518
773,3893,0.002,-0.016,0.0475,1580.0,-1.512170135974884,-0.2594221532344818,2.0370421409606934,0.540167214771684
774,3896,0.008,-0.002,0.055,1490.0,-48.16824436187744,-1.737457275390625,1.744268536567688,1.0
775,3900,0.002,-0.008,0.065,1450.0,-43.53137493133545,-1.6095144748687744,1.620304822921753,1.0
776,3902,0.004,-0.006,0.0475,1460.0,-44.75581645965576,-1.5939801931381226,1.6034486293792725,0.9933949798890187
777,3904,0.008,-0.004,0.0425,1580.0,-44.56951141357422,-1.5592185258865356,1.5684870481491089,0.9993903925596025
778,3907,0.008,0.008,0.0475,1580.0,-51.19567394256592,-1.690035343170166,1.6947053670883179,0.9998774960270129
779,3912,0.002,-0.01,0.0525,1430.0,-40.0777006149292,-1.7420154809951782,1.759454369544983,1.0
780,3913,0.004,0.016,0.065,1460.0,-47.543253898620605,-1.5054113864898682,1.5117547512054443,1.0
781,3919,0.003,0.014,0.04,1420.0,-43.48411560058594,-1.4145714044570923,1.4241069555282593,1.0
782,3928,0.003,-0.016,0.0425,1500.0,-43.6885929107666,-1.6012672185897827,1.6118084192276,1.0
783,3929,0.006,-0.012,0.04,1520.0,-50.937228202819824,-1.6257152557373047,1.6303434371948242,1.0
784,3935,0.003,0.004,0.06,1520.0,-15.452854633331299,-0.9095156192779541,1.2172718048095703,0.6296598314510583
785,3944,0.008,-0.016,0.065,1490.0,-42.15911865234375,-1.5865148305892944,1.6015875339508057,0.9953811656521981
786,3946,0.006,-0.008,0.0675,1560.0,-33.94365310668945,-2.219252824783325,2.3558194637298584,0.9684361217912192
787,3949,0.003,-0.012,0.0625,1570.0,-17.856831550598145,-1.1709097623825073,1.5869431495666504,0.8696359986424919
788,3955,0.006,-0.012,0.0525,1470.0,-53.64906311035156,-2.0559744834899902,2.0602545738220215,1.0
789,3974,0.008,0.004,0.0525,1580.0,-46.48148059844971,-1.5777026414871216,1.5852192640304565,0.9996341017108998
790,3978,0.004,0.004,0.0475,1580.0,-22.693769931793213,-1.7995198965072632,1.941992163658142,0.9993381865027546
791,3984,0.006,0.002,0.065,1580.0,-44.07477855682373,-1.7050410509109497,1.7157741785049438,0.9997597885813156
792,3985,0.002,-0.006,0.04,1540.0,-31.478796005249023,-1.5454005002975464,1.5878186225891113,1.0
793,3990,0.008,0.002,0.0625,1530.0,-47.99501419067383,-1.6090046167373657,1.6154396533966064,0.9998780041455778
794,3992,0.008,0.006,0.0575,1550.0,-50.08047103881836,-1.8612866401672363,1.8671369552612305,0.9998781082489936
795,3994,0.004,-0.01,0.055,1510.0,-47.331719398498535,-1.4436701536178589,1.4499040842056274,0.9768518495081387
796,4011,0.002,0.004,0.045,1460.0,-4.649789929389954,-0.5691636800765991,1.5598353147506714,0.5134847048398026
797,4013,0.003,-0.012,0.045,1500.0,-48.35659980773926,-1.4916973114013672,1.4974188804626465,1.0
798,4015,0.003,0.016,0.0625,1520.0,-48.217453956604004,-1.4464303255081177,1.4520683288574219,1.0
799,4022,0.006,-0.002,0.045,1580.0,-38.51035833358765,-1.5658109188079834,1.5846221446990967,0.9997597886014149
800,4028,0.004,-0.01,0.055,1560.0,-49.259352684020996,-1.6836724281311035,1.6894906759262085,1.0
801,4034,0.006,0.004,0.045,1420.0,-34.473466873168945,-1.6536755561828613,1.6855231523513794,1.0
802,4037,0.004,0.008,0.0575,1490.0,-51.531362533569336,-2.139594078063965,2.1452815532684326,1.0
803,4042,0.004,-0.002,0.065,1470.0,-44.12155628204346,-1.5120967626571655,1.5217081308364868,0.9940252243184284
804,4048,0.004,0.016,0.0475,1530.0,-45.1640510559082,-1.3121508359909058,1.3194317817687988,0.9716177866240133
805,4054,0.006,0.004,0.0425,1480.0,-48.267388343811035,-1.556349277496338,1.5623807907104492,0.9995196925647027
806,4060,0.002,-0.002,0.0425,1560.0,-47.97882080078125,-1.4800021648406982,1.4859321117401123,1.0
807,4061,0.006,-0.01,0.04,1490.0,-44.20290946960449,-1.585479974746704,1.595313310623169,0.9983217453041497
808,4066,0.002,0.01,0.0525,1560.0,-48.09064865112305,-1.6231868267059326,1.629607081413269,1.0
809,4069,0.003,0.016,0.055,1420.0,-52.98090934753418,-1.8058699369430542,1.809930682182312,1.0
810,4073,0.006,-0.016,0.0675,1450.0,-47.73243427276611,-1.6005603075027466,1.6071586608886719,0.999621068573344
811,4091,0.008,-0.006,0.045,1450.0,-48.99818420410156,-1.6413464546203613,1.6471922397613525,1.0
812,4093,0.002,0.008,0.0475,1480.0,-40.001511573791504,-1.8005098104476929,1.818693995475769,1.0
813,4096,0.004,0.008,0.045,1440.0,-47.59784698486328,-1.5330322980880737,1.5394514799118042,1.0
814,4102,0.006,-0.008,0.06,1580.0,-47.90364742279053,-1.6104719638824463,1.6169811487197876,1.0
815,4103,0.008,-0.014,0.0625,1570.0,-49.43356990814209,-1.6862056255340576,1.691916823387146,0.9996358339384163
816,4104,0.006,-0.006,0.0675,1480.0,-53.33399295806885,-1.8668099641799927,1.8708401918411255,0.9997626958402327
817,4115,0.006,0.0,0.0525,1530.0,-52.36137866973877,-1.7957968711853027,1.800134301185608,0.9997622444504358
818,4121,0.004,0.004,0.04,1460.0,-47.01545715332031,-1.4972114562988281,1.5039172172546387,0.9993399340199586
819,4123,0.004,-0.008,0.045,1530.0,-46.90091609954834,-1.5623756647109985,1.5694668292999268,1.0
820,4131,0.004,0.006,0.04,1560.0,-52.562503814697266,-1.7951468229293823,1.799383282661438,1.0
821,4132,0.008,0.01,0.0575,1590.0,-29.649596214294434,-1.6578187942504883,1.7142635583877563,0.9922893605980072
822,4148,0.006,0.004,0.07,1520.0,-44.64550495147705,-1.5172852277755737,1.5262254476547241,0.9992807479976751
823,4160,0.006,-0.004,0.06,1560.0,-48.73831272125244,-1.6268725395202637,1.6328434944152832,0.9997604790535574
824,4166,0.004,0.0,0.065,1560.0,-46.24044895172119,-1.5039055347442627,1.5112730264663696,1.0
825,4169,0.008,0.01,0.04,1540.0,-49.75879192352295,-1.5286904573440552,1.5336769819259644,0.9910592526648646
826,4171,0.008,0.0,0.0425,1440.0,-47.695627212524414,-1.5520679950714111,1.558493733406067,0.9990239140925395
827,4181,0.006,0.002,0.0625,1500.0,-47.8383731842041,-1.5848424434661865,1.591296672821045,0.9997601343054126
828,4183,0.004,-0.01,0.05,1550.0,-39.35821771621704,-1.4188498258590698,1.4342926740646362,0.9662027812182519
829,4185,0.008,0.008,0.0525,1440.0,-47.83827304840088,-1.6927685737609863,1.699662685394287,0.999877526022137
830,4187,0.002,-0.014,0.04,1530.0,-40.24963855743408,-1.43985915184021,1.4539873600006104,1.0
831,4189,0.006,0.006,0.05,1520.0,-50.81070423126221,-1.6662040948867798,1.6710175275802612,1.0
832,4194,0.003,-0.006,0.065,1580.0,-14.422158002853394,-1.051220178604126,1.4641125202178955,0.7325901428838477
833,4211,0.008,-0.012,0.07,1430.0,-33.578147888183594,-1.560505747795105,1.5938917398452759,0.9910905198372624
834,4214,0.006,0.012,0.0425,1560.0,-49.08571243286133,-1.5686129331588745,1.574143409729004,0.9997320471395261
835,4217,0.004,-0.016,0.06,1530.0,-47.03568935394287,-1.4613492488861084,1.467879056930542,1.0
836,4221,0.002,-0.002,0.055,1600.0,-51.41524314880371,-1.6545132398605347,1.6589707136154175,1.0
837,4224,0.004,0.01,0.0575,1450.0,-51.03908061981201,-1.5910420417785645,1.595518708229065,0.99933949805349
838,4225,0.003,0.006,0.055,1420.0,-47.20355033874512,-1.5821330547332764,1.589066743850708,1.0
839,4226,0.003,-0.004,0.065,1450.0,-47.51175880432129,-1.4300498962402344,1.4360978603363037,0.9984848479180081
840,4229,0.003,-0.002,0.065,1540.0,-41.77169322967529,-1.8132784366607666,1.828187346458435,1.0
841,4234,0.002,-0.01,0.045,1430.0,-50.948286056518555,-1.604774832725525,1.6093376874923706,1.0
842,4236,0.006,0.004,0.065,1490.0,-42.073469161987305,-1.6022132635116577,1.6149332523345947,0.9997597885828943
843,4253,0.003,-0.01,0.0575,1490.0,-47.31232166290283,-1.1276341676712036,1.132514238357544,0.8836857968735801
844,4257,0.004,0.01,0.0675,1560.0,-38.434669971466064,-1.56583833694458,1.584816336631775,1.0
845,4261,0.008,0.006,0.0525,1470.0,-47.07435607910156,-1.8351829051971436,1.843348741531372,0.9997562165013699
846,4263,0.008,0.014,0.045,1460.0,-40.78710079193115,-1.5575767755508423,1.571934461593628,0.9992720655231687
847,4281,0.002,-0.01,0.055,1460.0,-48.63701343536377,-1.1073966026306152,1.111508846282959,0.8392856838097927
848,4285,0.006,0.004,0.045,1500.0,-48.278517723083496,-1.5384941101074219,1.5444486141204834,0.9997597885736682
849,4290,0.008,0.004,0.0675,1440.0,-45.972161293029785,-1.5788553953170776,1.5868339538574219,0.9987807851142032
850,4292,0.002,-0.006,0.0525,1570.0,-34.74608659744263,-1.1048543453216553,1.1254621744155884,0.7560974603537277
851,4299,0.003,0.004,0.0425,1490.0,-52.992916107177734,-1.8079352378845215,1.8119951486587524,1.0
852,4301,0.003,0.008,0.055,1430.0,-41.35843753814697,-1.5591752529144287,1.572624683380127,0.9969879512818187
853,4310,0.003,-0.006,0.045,1430.0,-36.240761280059814,-1.3576970100402832,1.3789548873901367,0.9985549132052935
854,4311,0.003,0.016,0.0575,1580.0,-40.348453521728516,-1.4266842603683472,1.4405231475830078,1.0
855,4317,0.003,0.006,0.0475,1520.0,-26.54730796813965,-1.4160429239273071,1.5790222883224487,0.9570182322646001
856,4320,0.002,0.014,0.06,1530.0,-46.2276554107666,-1.455880880355835,1.4630237817764282,1.0
857,4321,0.004,0.014,0.0575,1530.0,-34.28591728210449,-1.180530071258545,1.221504807472229,0.8227873373606208
858,4329,0.006,-0.014,0.06,1470.0,-52.995877265930176,-1.9379628896713257,1.942313313484192,0.9954323009795301
859,4333,0.008,0.012,0.0675,1570.0,-29.954805374145508,-1.450823426246643,1.5439386367797852,0.9549134560866824
860,4344,0.002,0.004,0.04,1430.0,-22.691316604614258,-1.1287392377853394,1.238229751586914,0.7526719173791087
861,4350,0.002,-0.016,0.0575,1530.0,-48.445281982421875,-1.686251163482666,1.692652940750122,1.0
862,4359,0.008,0.012,0.04,1520.0,-47.88512706756592,-1.4981149435043335,1.504183053970337,0.9985744831360699
863,4365,0.004,-0.004,0.05,1510.0,-46.68355464935303,-1.6221787929534912,1.6297285556793213,1.0
864,4368,0.006,0.008,0.0475,1540.0,-54.85635280609131,-2.16528058052063,2.1692023277282715,1.0
865,4375,0.008,-0.004,0.04,1570.0,-42.696900367736816,-1.530719518661499,1.5420238971710205,0.9983042002954363
866,4376,0.002,0.002,0.0575,1530.0,-49.75173473358154,-1.6924128532409668,1.6979382038116455,1.0
867,4391,0.006,0.01,0.0525,1480.0,-52.163190841674805,-1.7804656028747559,1.7848654985427856,1.0
868,4398,0.008,-0.012,0.0425,1530.0,-50.01706600189209,-1.682497262954712,1.6878243684768677,0.999511957050381
869,4399,0.006,-0.016,0.07,1540.0,-45.03669261932373,-1.4920762777328491,1.5004785060882568,0.99583806227375
870,4407,0.006,-0.006,0.055,1580.0,-48.19594383239746,-1.5582433938980103,1.5643322467803955,0.9995251661741202
871,4411,0.002,-0.01,0.07,1550.0,-21.728227138519287,-1.101393461227417,1.3096015453338623,0.8905021116359305
872,4423,0.003,-0.006,0.07,1590.0,-30.361058712005615,-1.821778655052185,1.8787761926651,1.0
873,4424,0.003,0.004,0.0675,1500.0,-52.431535720825195,-1.7474677562713623,1.7516543865203857,1.0
874,4431,0.003,0.004,0.0425,1560.0,-44.13712501525879,-1.2151790857315063,1.2227734327316284,0.8396369154348478
875,4434,0.006,-0.016,0.045,1500.0,-50.53741455078125,-1.7523177862167358,1.7575422525405884,1.0
876,4436,0.006,0.004,0.0425,1510.0,-53.735527992248535,-2.004626750946045,2.008758544921875,0.999759846352183
877,4441,0.008,0.002,0.07,1480.0,-49.36136245727539,-2.048086643218994,2.055082321166992,0.999878182482641
878,4450,0.008,-0.002,0.0525,1550.0,-45.4666805267334,-1.6009430885314941,1.6095205545425415,0.9993901695414028
879,4452,0.004,-0.016,0.045,1590.0,-46.85205936431885,-1.5084278583526611,1.515312910079956,0.9990548203628377
880,4458,0.003,0.016,0.04,1480.0,-35.841476917266846,-1.6279352903366089,1.6546432971954346,1.0
881,4473,0.003,0.0,0.05,1470.0,-41.666789054870605,-1.760311245918274,1.7749617099761963,1.0
882,4476,0.008,0.016,0.0475,1480.0,-51.33311748504639,-1.6900373697280884,1.6946340799331665,0.9997972836158461
883,4482,0.006,-0.016,0.0625,1560.0,-51.95158004760742,-1.723179578781128,1.7275432348251343,1.0
884,4491,0.008,-0.014,0.045,1420.0,-44.17240619659424,-1.554236650466919,1.564088225364685,0.996800616469573
885,4499,0.008,0.008,0.055,1520.0,-51.672306060791016,-1.8370656967163086,1.8418704271316528,1.0
886,4519,0.002,0.012,0.0475,1580.0,-48.685336112976074,-1.5746269226074219,1.5804417133331299,1.0
887,4527,0.006,-0.002,0.0675,1450.0,-51.59122943878174,-1.734118938446045,1.7386969327926636,0.99975984633139
888,4528,0.004,0.008,0.06,1500.0,-50.26057720184326,-1.7639374732971191,1.7693675756454468,1.0
889,4531,0.006,-0.004,0.04,1560.0,-51.19964122772217,-2.309724807739258,2.3161046504974365,0.999760249344159
890,4541,0.006,0.002,0.0675,1580.0,-33.45580816268921,-1.4505244493484497,1.4820071458816528,0.9750240162586918
891,4543,0.003,-0.008,0.0625,1520.0,-28.703055381774902,-1.4093072414398193,1.4973864555358887,0.9608601158301491
892,4553,0.003,0.004,0.0475,1530.0,-18.9651620388031,-2.092000961303711,2.3579678535461426,1.0
893,4555,0.004,0.006,0.04,1530.0,-42.67255783081055,-1.551444172859192,1.562934160232544,1.0
894,4561,0.004,0.014,0.07,1540.0,-47.90206432342529,-1.40683114528656,1.4125183820724487,1.0
895,4562,0.008,0.012,0.0675,1500.0,-47.19088554382324,-1.7231462001800537,1.7307101488113403,0.9970717419224612
896,4566,0.006,-0.002,0.0575,1550.0,-49.28443431854248,-1.5858145952224731,1.5912790298461914,1.0
897,4583,0.002,0.002,0.07,1460.0,-39.802725315093994,-1.6809848546981812,1.6983966827392578,1.0
898,4592,0.002,-0.002,0.0425,1430.0,-34.50536012649536,-1.774322271347046,1.808366298675537,1.0
899,4595,0.006,0.008,0.0675,1590.0,-51.13297939300537,-1.7385987043380737,1.7434378862380981,1.0
900,4596,0.006,-0.004,0.0425,1460.0,-41.277127265930176,-1.563864827156067,1.57748281955719,0.9985590777803134
901,4598,0.008,0.002,0.0675,1560.0,-40.2277946472168,-1.5586715936660767,1.5740044116973877,0.9991465495711239
902,4600,0.004,-0.012,0.045,1580.0,-35.05610704421997,-1.7000490427017212,1.7306272983551025,1.0
903,4602,0.004,0.0,0.05,1510.0,-48.20728302001953,-1.5777651071548462,1.583922028541565,0.9986468196923289
904,4609,0.002,-0.002,0.0675,1500.0,-4.646959006786346,-0.6330200433731079,1.7374855279922485,0.555555483909612
905,4610,0.008,-0.016,0.055,1490.0,-50.778260231018066,-2.0331246852874756,2.039020538330078,0.9995949778296689
906,4611,0.003,0.006,0.055,1430.0,-42.24050998687744,-1.47779381275177,1.4893007278442383,0.9985294116532114
907,4614,0.006,-0.004,0.045,1500.0,-52.97080039978027,-1.880387783050537,1.884621262550354,1.0
908,4620,0.008,-0.01,0.0625,1450.0,-49.56268787384033,-1.8622862100601196,1.868500828742981,0.9998597672416275
909,4623,0.006,-0.008,0.05,1450.0,-52.32491970062256,-1.7664238214492798,1.7707083225250244,1.0
910,4630,0.004,-0.008,0.045,1470.0,-48.48318576812744,-1.5099375247955322,1.5156450271606445,0.9993373094417115
911,4637,0.004,-0.01,0.065,1470.0,-35.16829252243042,-1.5874521732330322,1.6156322956085205,1.0
912,4638,0.002,0.006,0.0675,1510.0,-43.527841567993164,-1.534186601638794,1.5444761514663696,1.0
913,4642,0.003,0.004,0.04,1570.0,-49.45968151092529,-1.6704905033111572,1.6761311292648315,0.989409987219212
914,4648,0.006,-0.016,0.0425,1600.0,-49.041786193847656,-1.5501306056976318,1.5556238889694214,0.9992421371559776
915,4649,0.002,-0.012,0.0625,1560.0,-45.219173431396484,-1.9972057342529297,2.0082218647003174,1.0
916,4652,0.004,-0.002,0.06,1530.0,-42.318973541259766,-1.5394186973571777,1.5512969493865967,1.0
