,id,r,cx,cz,c,contrast,cnr,snr,gcnr
1212,6155,0.003,-0.002,0.0425,1580.0,-44.21672344207764,-1.474668264389038,1.4837998151779175,1.0
1213,6170,0.006,-0.002,0.07,1440.0,-50.0755500793457,-1.5942288637161255,1.5992423295974731,0.989930472895206
1214,6172,0.004,0.012,0.07,1520.0,-47.28261947631836,-1.7561125755310059,1.7637393474578857,1.0
1215,6179,0.008,0.016,0.0475,1570.0,-45.27810573577881,-1.4572983980178833,1.4652788639068604,0.999391850775091
1216,6182,0.004,-0.002,0.0675,1530.0,-45.14066696166992,-1.7179323434829712,1.727490782737732,1.0
1217,6188,0.002,0.014,0.05,1450.0,-2.1126198768615723,-0.3024279773235321,1.7268775701522827,0.49031350835755494
1218,6193,0.006,-0.01,0.07,1470.0,-50.44108867645264,-1.6639360189437866,1.668952465057373,0.9997602493411017
1219,6198,0.008,-0.006,0.055,1460.0,-42.34601020812988,-2.1454873085021973,2.169607400894165,0.9898600500980566
1220,6204,0.002,0.0,0.045,1520.0,-43.960208892822266,-1.7253378629684448,1.7363440990447998,1.0
1221,6205,0.004,0.0,0.055,1500.0,-49.39237594604492,-1.5808851718902588,1.586264967918396,1.0
1222,6211,0.006,0.006,0.065,1540.0,-39.557976722717285,-1.6126335859298706,1.6297824382781982,0.9992874108862704
1223,6218,0.002,0.01,0.04,1460.0,-39.21400308609009,-1.7298272848129272,1.7489739656448364,1.0
1224,6227,0.002,-0.016,0.07,1500.0,-39.77827072143555,-1.0988197326660156,1.1102088689804077,0.9942528711876614
1225,6230,0.002,-0.01,0.04,1470.0,-9.647040367126465,-1.0978301763534546,1.7336004972457886,0.722726326234566
1226,6235,0.008,0.0,0.065,1480.0,-44.81339454650879,-1.5599743127822876,1.5689891576766968,0.9992679355378763
1227,6244,0.002,-0.004,0.055,1590.0,-32.902140617370605,-1.949823260307312,1.9949947595596313,1.0
1228,6252,0.006,0.01,0.06,1560.0,-47.85138130187988,-1.5276306867599487,1.5338424444198608,1.0
1229,6266,0.003,-0.016,0.06,1540.0,-43.41400146484375,-1.5507705211639404,1.5613093376159668,0.9980620157719947
1230,6267,0.008,0.002,0.0475,1540.0,-51.0181999206543,-1.830427646636963,1.8355904817581177,0.9997560083238196
1231,6270,0.002,-0.014,0.065,1560.0,-0.5014880746603012,-0.08155086636543274,2.0004401206970215,0.5138973335985844
1232,6275,0.002,-0.012,0.0625,1440.0,-43.799872398376465,-1.603780746459961,1.6142032146453857,0.9937500009939156
1233,6280,0.008,0.012,0.0425,1500.0,-49.971675872802734,-1.7513693571090698,1.7569438219070435,1.0
1234,6284,0.006,0.004,0.055,1590.0,-45.99888801574707,-1.5934261083602905,1.6014536619186401,0.999281953068064
1235,6285,0.003,0.014,0.05,1560.0,-39.94438171386719,-1.5583341121673584,1.5741771459579468,1.0
1236,6286,0.004,-0.006,0.0475,1440.0,-50.178093910217285,-1.6364141702651978,1.6414997577667236,1.0
1237,6297,0.003,0.002,0.055,1470.0,-46.76236629486084,-1.3146090507507324,1.3206719160079956,0.9533132428169826
1238,6303,0.004,-0.01,0.045,1440.0,-47.275986671447754,-1.500798225402832,1.507320761680603,1.0
1239,6317,0.004,0.014,0.0575,1600.0,-37.888896465301514,-0.970730721950531,0.9832687973976135,0.7037302772788256
1240,6319,0.003,-0.01,0.0425,1550.0,-30.607421398162842,-1.7373006343841553,1.7900891304016113,1.0
1241,6321,0.004,-0.012,0.0675,1540.0,-39.30856704711914,-1.609527587890625,1.6271476745605469,1.0
1242,6324,0.004,-0.01,0.0575,1460.0,-40.27252674102783,-1.622182011604309,1.6380568742752075,0.998678996122303
1243,6328,0.002,-0.006,0.0425,1550.0,-51.64149284362793,-1.5826101303100586,1.5867637395858765,1.0
1244,6335,0.003,0.0,0.05,1450.0,-38.2732367515564,-1.6582448482513428,1.6787246465682983,1.0
1245,6337,0.003,0.014,0.0425,1550.0,-32.66435146331787,-1.155198097229004,1.1934736967086792,0.8096977527373235
1246,6350,0.006,0.004,0.045,1420.0,-50.21827220916748,-1.643229365348816,1.6483125686645508,0.9997597886204492
1247,6351,0.008,0.0,0.065,1440.0,-48.16819667816162,-1.612979769706726,1.6193028688430786,0.9996339677772363
1248,6367,0.006,0.01,0.07,1470.0,-54.10539150238037,-2.1122989654541016,2.116471290588379,1.0
1249,6369,0.006,-0.016,0.06,1440.0,-51.261305809020996,-1.631312370300293,1.6357860565185547,1.0
1250,6373,0.008,0.006,0.07,1510.0,-36.38822078704834,-1.7865681648254395,1.8323643207550049,0.9779525235275224
1251,6378,0.002,0.002,0.07,1440.0,-48.69821071624756,-1.5532522201538086,1.5589796304702759,1.0
1252,6392,0.006,-0.016,0.05,1470.0,-43.035383224487305,-1.615048885345459,1.6265170574188232,1.0
1253,6393,0.002,0.01,0.06,1440.0,-44.05599594116211,-1.4496440887451172,1.459644079208374,0.9285663787707783
1254,6395,0.006,-0.014,0.0575,1450.0,-53.305630683898926,-1.913119912147522,1.9172639846801758,0.9996741610919458
1255,6397,0.004,0.002,0.06,1480.0,-53.56056213378906,-2.015014410018921,2.019252300262451,0.9993373096552971
1256,6399,0.008,-0.012,0.0475,1570.0,-52.98733711242676,-2.043348550796509,2.047940254211426,1.0
1257,6402,0.003,-0.006,0.04,1490.0,-46.527132987976074,-1.4736863374710083,1.4806703329086304,0.9985337242346466
1258,6404,0.002,0.012,0.0475,1500.0,-49.881954193115234,-1.6119463443756104,1.6171302795410156,1.0
1259,6409,0.004,-0.012,0.0575,1510.0,-48.64368438720703,-1.6457114219665527,1.651817798614502,0.999321573943338
1260,6412,0.006,0.0,0.04,1450.0,-38.78304958343506,-1.5492889881134033,1.567319631576538,0.9995247148150351
1261,6415,0.008,0.004,0.045,1560.0,-49.804701805114746,-1.673669457435608,1.6791000366210938,0.9996341909475058
1262,6416,0.008,0.002,0.045,1490.0,-48.69974613189697,-1.608527421951294,1.614457130432129,0.9998780636452329
1263,6429,0.002,0.008,0.05,1470.0,-43.645620346069336,-1.7255046367645264,1.7369225025177002,1.0
1264,6433,0.004,0.0,0.0575,1500.0,-46.340532302856445,-1.654215693473816,1.662226915359497,1.0
1265,6445,0.006,0.002,0.05,1570.0,-52.84200668334961,-1.988257884979248,1.9928011894226074,1.0
1266,6449,0.003,0.006,0.055,1600.0,-42.72735595703125,-1.4040725231170654,1.414405107498169,0.9897058795474981
1267,6450,0.002,-0.016,0.055,1600.0,-0.7094749808311462,-0.1617511361837387,2.739100217819214,0.5119050318687284
1268,6463,0.003,0.01,0.0425,1540.0,-45.56727886199951,-1.5666488409042358,1.5749455690383911,0.9984871407522155
1269,6467,0.002,-0.01,0.055,1480.0,-46.3959264755249,-1.5580694675445557,1.5655664205551147,1.0
1270,6469,0.002,0.008,0.0425,1540.0,-48.2071590423584,-1.8490662574768066,1.856282114982605,1.0
1271,6474,0.003,-0.002,0.07,1430.0,-40.72190761566162,-1.765550136566162,1.7819485664367676,0.9984871410192225
1272,6485,0.002,0.016,0.0475,1460.0,-9.843094944953918,-1.1358187198638916,1.8097277879714966,0.6875739622301829
1273,6488,0.006,-0.002,0.0675,1600.0,-45.558462142944336,-1.5289890766143799,1.5371055603027344,0.9990414525270325
1274,6489,0.002,-0.014,0.045,1520.0,-49.1033935546875,-1.4839518070220947,1.489173173904419,1.0
1275,6501,0.008,-0.01,0.07,1480.0,-39.214327335357666,-1.5996873378753662,1.617392659187317,0.9990907713575182
1276,6502,0.006,-0.004,0.0675,1440.0,-52.997708320617676,-2.018346071243286,2.022876262664795,1.0
1277,6506,0.003,0.002,0.055,1560.0,-41.93572998046875,-1.4328327178955078,1.4443914890289307,0.99849397593727
1278,6507,0.002,0.016,0.055,1510.0,-46.58041954040527,-1.3681657314300537,1.3746098279953003,1.0
1279,6510,0.006,0.008,0.0625,1510.0,-18.149306774139404,-1.9721479415893555,2.2510433197021484,0.9995202688328126
1280,6511,0.006,0.014,0.055,1570.0,-47.95336723327637,-1.6133822202682495,1.619865894317627,0.9947882738351019
1281,6516,0.002,0.01,0.0525,1600.0,-45.15298843383789,-1.342821478843689,1.3502821922302246,1.0
1282,6518,0.004,-0.014,0.07,1430.0,-42.503814697265625,-0.9496400356292725,0.9568120837211609,0.7046595242535388
1283,6528,0.002,0.016,0.07,1490.0,-48.80417823791504,-1.5895440578460693,1.5953338146209717,1.0
1284,6535,0.002,-0.002,0.0575,1560.0,-46.045494079589844,-1.5960572957992554,1.6040548086166382,1.0
1285,6538,0.004,0.016,0.05,1440.0,-52.86629676818848,-1.8607362508773804,1.8649762868881226,1.0
1286,6544,0.004,0.002,0.0675,1530.0,-27.305257320404053,-1.7846336364746094,1.8650834560394287,0.9993399340083416
1287,6547,0.006,-0.008,0.07,1570.0,-46.606950759887695,-2.184425115585327,2.194706678390503,0.998563388131477
1288,6556,0.004,-0.01,0.0675,1500.0,-52.025933265686035,-1.9292582273483276,1.934101939201355,1.0
1289,6557,0.006,-0.006,0.0475,1520.0,-41.30230903625488,-1.5662355422973633,1.5798343420028687,0.9997628083323227
1290,6560,0.003,0.012,0.065,1560.0,-22.02427864074707,-1.993971347808838,2.1656320095062256,1.0
1291,6563,0.002,0.004,0.0475,1530.0,-20.886101722717285,-1.053406834602356,1.1902989149093628,0.7399930511247277
1292,6564,0.008,0.012,0.065,1600.0,-47.58502006530762,-1.6165815591812134,1.6233607530593872,0.999511957054745
1293,6611,0.002,-0.01,0.05,1440.0,-42.885236740112305,-1.3796463012695312,1.3896150588989258,0.9401197809696956
1294,6618,0.002,0.008,0.0425,1560.0,-46.248488426208496,-1.6306846141815186,1.6386656761169434,1.0
1295,6619,0.004,-0.002,0.05,1580.0,-37.68660545349121,-1.5952632427215576,1.616360068321228,1.0
1296,6625,0.006,0.0,0.0425,1440.0,-52.34325885772705,-2.0773231983184814,2.0823512077331543,1.0
1297,6626,0.004,0.01,0.07,1480.0,-49.25365447998047,-1.8477798700332642,1.8541699647903442,1.0
1298,6631,0.002,-0.008,0.065,1490.0,-37.91607141494751,-1.740976333618164,1.7633920907974243,1.0
1299,6636,0.006,-0.012,0.065,1540.0,-46.30508899688721,-1.3729912042617798,1.3796672821044922,0.9726394843148486
1300,6637,0.008,-0.016,0.04,1420.0,-49.412641525268555,-1.532292366027832,1.5374950170516968,0.9932535897410587
1301,6638,0.008,0.01,0.06,1580.0,-47.15775489807129,-2.0737130641937256,2.0828535556793213,0.9975194615455116
1302,6649,0.006,0.01,0.045,1450.0,-36.8986177444458,-1.6143193244934082,1.637724757194519,0.999519577233207
1303,6651,0.008,0.006,0.0475,1440.0,-47.90446758270264,-1.6043643951416016,1.610848069190979,0.9995121951122156
1304,6655,0.006,-0.008,0.07,1530.0,-50.548095703125,-1.873881459236145,1.8794817924499512,0.9990422583858118
1305,6670,0.008,0.006,0.04,1490.0,-48.17685604095459,-1.528904914855957,1.5348925590515137,0.9997389033930264
1306,6671,0.006,0.016,0.0675,1520.0,-51.92808151245117,-1.7447820901870728,1.749212622642517,1.0
1307,6687,0.008,0.014,0.0425,1520.0,-40.137858390808105,-1.603442907333374,1.6193821430206299,0.9956339821786029
1308,6689,0.004,0.014,0.05,1470.0,-28.883566856384277,-1.2191530466079712,1.2980445623397827,0.7527738142569151
1309,6691,0.004,0.004,0.065,1480.0,-49.66804504394531,-1.5752098560333252,1.5804023742675781,1.0
1310,6702,0.008,0.006,0.05,1460.0,-48.8988733291626,-1.6137614250183105,1.6195753812789917,0.9998781082372799
1311,6708,0.002,0.008,0.055,1580.0,-9.50676441192627,-1.545243263244629,2.5446388721466064,0.8452382228350266
1312,6716,0.008,0.016,0.065,1440.0,-47.72536754608154,-1.5472252368927002,1.553609013557434,0.9993919740501382
1313,6718,0.002,0.012,0.04,1540.0,-43.57957363128662,-1.419074535369873,1.4285351037979126,0.9935064934183477
1314,6727,0.003,0.006,0.05,1560.0,-50.09650707244873,-1.5960898399353027,1.6010971069335938,1.0
1315,6730,0.003,-0.014,0.0525,1490.0,-42.297539710998535,-1.5059504508972168,1.5175992250442505,0.9969788527600082
1316,6735,0.006,0.0,0.0625,1520.0,-45.84890842437744,-1.5122941732406616,1.5200462341308594,0.9995256167048607
1317,6737,0.008,-0.01,0.0475,1590.0,-50.72596073150635,-1.870047926902771,1.8755035400390625,0.9998597672221387
1318,6740,0.002,0.0,0.0425,1450.0,-46.4526891708374,-1.374849796295166,1.3814218044281006,1.0
1319,6748,0.006,0.002,0.0625,1550.0,-52.42034435272217,-1.8186330795288086,1.822995901107788,1.0
1320,6764,0.002,0.016,0.0625,1540.0,-46.42064571380615,-1.808630108833313,1.8173084259033203,1.0
1321,6773,0.004,-0.016,0.055,1460.0,-51.65729522705078,-1.8558995723724365,1.8607617616653442,1.0
1322,6781,0.004,0.014,0.0675,1500.0,-41.207823753356934,-1.142561435699463,1.1529077291488647,0.7931458773229063
1323,6787,0.002,-0.01,0.055,1540.0,-41.2537145614624,-1.205702781677246,1.2162303924560547,0.9761904824564557
1324,6793,0.006,-0.008,0.04,1570.0,-42.92619705200195,-1.5533411502838135,1.5645116567611694,0.9992807480226616
1325,6799,0.003,0.006,0.04,1480.0,-45.02833366394043,-1.5209424495697021,1.5295155048370361,1.0
1326,6800,0.002,0.002,0.0425,1480.0,-46.9895076751709,-1.5166569948196411,1.5234702825546265,0.9239765931409097
1327,6807,0.008,0.006,0.055,1450.0,-48.37319850921631,-1.535103440284729,1.540980339050293,0.9997563352761493
1328,6812,0.004,0.01,0.0575,1490.0,-51.62876605987549,-1.6946399211883545,1.6990941762924194,1.0
1329,6816,0.006,-0.004,0.0475,1420.0,-30.717568397521973,-1.7606189250946045,1.8134217262268066,1.0
1330,6819,0.008,0.006,0.0675,1580.0,-44.64261531829834,-1.5482197999954224,1.5573453903198242,0.9986578817932508
1331,6826,0.006,-0.014,0.06,1520.0,-46.11565589904785,-1.4443541765213013,1.4515328407287598,0.9983686785924177
1332,6828,0.002,0.006,0.0425,1500.0,-8.313523530960083,-0.6495773792266846,1.3861807584762573,0.6751094234335766
1333,6832,0.008,0.012,0.0425,1480.0,-45.374932289123535,-1.5249130725860596,1.5331707000732422,0.9986985520382526
1334,6838,0.006,-0.002,0.05,1440.0,-48.91152858734131,-1.6977665424346924,1.703874111175537,1.0
1335,6846,0.006,0.01,0.05,1530.0,-54.23520565032959,-2.013866901397705,2.0177855491638184,0.9997604791474882
1336,6850,0.003,-0.008,0.05,1420.0,-42.568678855895996,-1.4638698101043701,1.4748425483703613,0.9788199693582997
1337,6851,0.003,0.008,0.07,1490.0,-32.38501787185669,-1.4735432863235474,1.5267524719238281,0.9414611981421563
1338,6855,0.008,0.01,0.05,1600.0,-40.94597339630127,-1.4899150133132935,1.503397822380066,0.9946719013237005
1339,6856,0.004,0.012,0.0425,1430.0,-40.935916900634766,-1.5043957233428955,1.5224477052688599,0.9887714660805951
1340,6863,0.006,-0.016,0.0625,1540.0,-44.61206912994385,-1.4668357372283936,1.4755122661590576,0.9992421372116689
1341,6879,0.008,-0.012,0.055,1570.0,-51.72908306121826,-1.9201782941818237,1.9251675605773926,1.0
1342,6880,0.003,0.0,0.0625,1510.0,-41.52411937713623,-1.4770721197128296,1.4895704984664917,1.0
1343,6883,0.008,-0.012,0.0475,1470.0,-48.18222522735596,-1.5599685907363892,1.5660738945007324,0.9996748496102557
1344,6889,0.008,0.012,0.0625,1540.0,-45.45319080352783,-1.635711431503296,1.6444900035858154,0.999674849622965
1345,6890,0.004,0.006,0.07,1490.0,-44.000558853149414,-1.661354660987854,1.671903133392334,0.9993234100110597
1346,6891,0.004,0.0,0.04,1480.0,-41.680521965026855,-1.5473146438598633,1.5601719617843628,1.0
1347,6892,0.006,0.016,0.0625,1570.0,-38.87478828430176,-1.5890840291976929,1.6073812246322632,0.9988632056970683
1348,6900,0.003,-0.004,0.05,1420.0,-47.36814022064209,-1.3906747102737427,1.3966546058654785,0.9924357027435317
1349,6903,0.006,-0.012,0.045,1560.0,-46.15615367889404,-1.5746756792068481,1.5824655294418335,0.9989270387284501
1350,6915,0.002,0.016,0.0425,1590.0,-38.98935079574585,-1.3684834241867065,1.3840316534042358,1.0
1351,6923,0.008,0.012,0.0475,1600.0,-47.06374645233154,-1.4583672285079956,1.464862585067749,0.9993496992217714
1352,6927,0.004,0.008,0.04,1460.0,-45.7199764251709,-1.637109637260437,1.6456280946731567,0.9993399339666764
1353,6928,0.003,-0.006,0.045,1430.0,-43.90448570251465,-1.3595926761627197,1.3683217763900757,1.0
1354,6929,0.003,-0.012,0.04,1420.0,-40.14556407928467,-1.110105037689209,1.121130108833313,0.8431084927197856
1355,6934,0.002,0.014,0.0675,1520.0,-10.857582092285156,-0.7804462313652039,1.2872148752212524,0.7017543844997792
1356,6939,0.003,0.004,0.045,1600.0,-36.562514305114746,-1.6088513135910034,1.633111834526062,1.0
1357,6941,0.008,-0.006,0.0675,1470.0,-50.94362258911133,-2.007697582244873,2.0134096145629883,0.9998779892658927
1358,6945,0.003,0.002,0.0475,1440.0,-37.420921325683594,-1.722301721572876,1.745795488357544,1.0
1359,6946,0.003,0.016,0.04,1470.0,-44.925994873046875,-1.4215993881225586,1.4297082424163818,1.0
1360,6951,0.003,0.012,0.045,1600.0,-44.70306873321533,-1.506828784942627,1.515648365020752,1.0
1361,6952,0.003,-0.016,0.0575,1520.0,-20.662689208984375,-1.1763641834259033,1.3781578540802002,0.7809043487290903
1362,6953,0.008,-0.014,0.055,1520.0,-51.288814544677734,-1.7282360792160034,1.7329604625701904,1.0
1363,6975,0.004,0.002,0.0625,1570.0,-46.02740287780762,-1.4761961698532104,1.483608365058899,1.0
1364,6980,0.008,0.004,0.0425,1420.0,-46.963844299316406,-1.5725281238555908,1.579613447189331,0.9998780785128485
1365,6983,0.006,0.002,0.0475,1490.0,-53.1250524520874,-1.8889367580413818,1.8931143283843994,0.9997601343824285
1366,6985,0.003,-0.002,0.055,1530.0,-45.44583797454834,-1.5296820402145386,1.5378977060317993,0.9984939758866098
1367,6993,0.008,0.012,0.07,1450.0,-38.9691162109375,-1.5611499547958374,1.5789293050765991,0.9994654312495923
1368,6994,0.004,-0.01,0.065,1450.0,-46.997175216674805,-1.4664138555526733,1.472995638847351,0.9814446645797968
1369,6996,0.002,-0.012,0.0675,1580.0,-54.87652778625488,-2.2352283000946045,2.239267349243164,1.0
1370,7006,0.004,-0.01,0.045,1490.0,-44.96746063232422,-1.4784557819366455,1.4868483543395996,0.9993373094695724
1371,7007,0.002,0.01,0.06,1450.0,-3.1398940086364746,-0.44174253940582275,1.7803337574005127,0.5095457842630129
1372,7012,0.003,0.01,0.055,1500.0,-51.50139808654785,-1.8963028192520142,1.901361107826233,1.0
1373,7013,0.008,-0.008,0.05,1570.0,-47.77421474456787,-1.583219289779663,1.5897148847579956,0.9995100440780599
1374,7021,0.004,-0.016,0.0625,1540.0,-50.848212242126465,-1.5304145812988281,1.5348166227340698,0.9990539265001902
1375,7025,0.008,0.016,0.0625,1510.0,-44.946322441101074,-1.5880261659622192,1.59706449508667,0.9989864178810844
1376,7029,0.002,0.012,0.05,1460.0,-21.93892002105713,-1.3545860052108765,1.4724125862121582,0.9135802486516167
1377,7030,0.002,-0.004,0.0525,1490.0,-9.327874183654785,-0.6549718976020813,1.130646824836731,0.619105009090156
1378,7031,0.004,-0.014,0.05,1480.0,-36.17260694503784,-1.475475788116455,1.498762607574463,0.998560115179885
1379,7033,0.003,0.01,0.0575,1600.0,-46.745362281799316,-1.5004132986068726,1.5073466300964355,1.0
1380,7036,0.003,-0.006,0.0475,1530.0,-33.20629835128784,-1.6812734603881836,1.718852162361145,1.0
1381,7042,0.006,-0.012,0.055,1510.0,-47.01066017150879,-1.5726121664047241,1.5796597003936768,0.9994638069906066
1382,7043,0.004,-0.008,0.04,1540.0,-41.26863479614258,-1.592235803604126,1.6061145067214966,0.9986798680034932
1383,7046,0.006,-0.016,0.04,1440.0,-37.987473011016846,-1.5835894346237183,1.6038095951080322,0.9988649261803093
1384,7047,0.008,-0.002,0.0425,1510.0,-49.89395618438721,-1.661185383796692,1.6665202379226685,0.9997561570364418
1385,7051,0.002,0.002,0.045,1600.0,-30.336885452270508,-1.7668715715408325,1.8232954740524292,1.0
1386,7056,0.003,-0.006,0.0675,1530.0,-37.76169538497925,-1.6268174648284912,1.6481441259384155,1.0
1387,7057,0.006,0.006,0.0675,1510.0,-49.64338779449463,-1.6389143466949463,1.6443321704864502,1.0
1388,7065,0.004,0.0,0.055,1470.0,-51.50306224822998,-1.6597734689712524,1.664199948310852,1.0
1389,7079,0.004,0.012,0.06,1490.0,-51.617112159729004,-1.794385313987732,1.7991082668304443,0.999323410190369
1390,7080,0.002,0.012,0.04,1430.0,-54.496917724609375,-2.112623691558838,2.116612195968628,0.9935065003647281
1391,7082,0.002,-0.01,0.0475,1540.0,-49.30603504180908,-1.4555368423461914,1.460539698600769,1.0
1392,7085,0.003,0.002,0.05,1470.0,-49.59105968475342,-1.4686980247497559,1.4735825061798096,1.0
1393,7090,0.002,-0.016,0.04,1430.0,-36.90018892288208,-1.2070940732955933,1.2245922088623047,1.0
1394,7092,0.006,0.01,0.045,1450.0,-47.936081886291504,-1.6087417602539062,1.6152197122573853,0.9995195772923897
1395,7093,0.006,0.006,0.0625,1500.0,-30.424752235412598,-1.6800768375396729,1.7322441339492798,0.999525616664247
1396,7095,0.002,-0.016,0.0675,1540.0,-50.35130023956299,-1.4334640502929688,1.4378305673599243,0.9883040918044977
1397,7098,0.008,-0.012,0.06,1470.0,-48.18559169769287,-1.6277085542678833,1.634076476097107,0.9986998212102244
1398,7101,0.003,0.002,0.055,1540.0,-44.90205764770508,-1.6622234582901,1.671730875968933,1.0
1399,7120,0.006,-0.01,0.045,1440.0,-42.09712505340576,-1.5517866611480713,1.5640724897384644,0.9985587316540243
1400,7130,0.004,-0.008,0.0575,1490.0,-17.249284982681274,-2.1760220527648926,2.52301025390625,1.0
1401,7131,0.004,0.0,0.05,1570.0,-51.548190116882324,-1.7237956523895264,1.728369116783142,1.0
1402,7132,0.003,0.002,0.0475,1580.0,-49.418039321899414,-1.4729695320129395,1.4779672622680664,1.0
1403,7135,0.002,0.016,0.0675,1520.0,-38.04217338562012,-1.184058666229248,1.1990811824798584,0.8362572749836211
1404,7141,0.002,0.012,0.045,1590.0,-45.75115203857422,-1.616859793663025,1.625241994857788,1.0
1405,7142,0.003,-0.014,0.055,1420.0,-51.23119354248047,-1.9037598371505737,1.908998966217041,1.0
1406,7143,0.008,-0.012,0.04,1430.0,-35.916712284088135,-1.6377503871917725,1.6914504766464233,0.9747533230507667
1407,7149,0.002,0.01,0.0425,1560.0,-31.416301727294922,-1.4594467878341675,1.4997398853302002,0.9532163910844562
1408,7154,0.003,-0.006,0.07,1460.0,-21.58860445022583,-1.2431490421295166,1.4168254137039185,0.8386618196625397
1409,7156,0.008,-0.006,0.045,1480.0,-50.82131862640381,-1.91379976272583,1.919321894645691,0.999755978570559
1410,7158,0.006,0.006,0.06,1430.0,-51.951632499694824,-1.7499343156814575,1.7543659210205078,1.0
1411,7167,0.003,-0.01,0.0675,1420.0,-41.65939807891846,-1.7168375253677368,1.7311385869979858,1.0
1412,7176,0.003,-0.002,0.065,1560.0,-48.78669738769531,-1.6340245008468628,1.6399883031845093,1.0
1413,7177,0.008,0.014,0.0575,1560.0,-49.68760967254639,-1.5910964012145996,1.5963293313980103,1.0
1414,7178,0.008,-0.006,0.0575,1480.0,-51.11091136932373,-2.010807752609253,2.0164191722869873,1.0
1415,7180,0.008,0.01,0.0425,1480.0,-49.43646430969238,-1.7830830812454224,1.7891206741333008,0.992992292415544
1416,7185,0.002,-0.012,0.055,1480.0,-39.68982458114624,-1.7931135892868042,1.8118919134140015,1.0
1417,7186,0.003,0.0,0.0625,1440.0,-45.35217761993408,-1.5185648202896118,1.5268096923828125,1.0
1418,7188,0.003,-0.01,0.065,1510.0,-51.30352973937988,-2.037656545639038,2.0435056686401367,0.9940119746263034
1419,7197,0.006,0.014,0.0425,1470.0,-48.73758316040039,-1.4472647905349731,1.452576756477356,0.974820142462418
1420,7204,0.006,-0.016,0.0575,1590.0,-51.36880874633789,-1.6975429058074951,1.7021406888961792,0.9996222138370638
1421,7206,0.003,0.01,0.05,1480.0,-46.83341026306152,-1.530585527420044,1.5375866889953613,1.0
1422,7214,0.008,0.006,0.0425,1550.0,-51.143693923950195,-1.804459571838379,1.8094757795333862,0.9998779892685133
1423,7216,0.008,0.004,0.0525,1570.0,-48.829336166381836,-1.612011194229126,1.6178654432296753,0.9997560678025212
1424,7217,0.004,0.016,0.04,1420.0,-32.40849733352661,-1.69197416305542,1.7335195541381836,1.0
1425,7220,0.002,0.0,0.04,1480.0,-22.810204029083252,-1.5624648332595825,1.684372067451477,1.0
1426,7222,0.003,0.002,0.0625,1550.0,-48.31456184387207,-1.6503112316131592,1.6566721200942993,1.0
1427,7229,0.003,-0.014,0.045,1530.0,-35.888304710388184,-1.626083493232727,1.6526151895523071,1.0
1428,7233,0.006,-0.01,0.065,1480.0,-53.73103618621826,-2.207793712615967,2.2123467922210693,1.0
1429,7237,0.006,-0.002,0.06,1580.0,-37.58389472961426,-1.6444203853607178,1.6664294004440308,0.9992814371576965
1430,7240,0.008,-0.014,0.065,1600.0,-46.6178560256958,-1.527100920677185,1.5342626571655273,0.9992720654371555
1431,7241,0.002,-0.016,0.0525,1530.0,-44.577412605285645,-1.4729491472244263,1.4816967248916626,1.0
1432,7245,0.008,-0.012,0.06,1420.0,-45.26203632354736,-1.5245915651321411,1.5329558849334717,0.999024865850419
1433,7249,0.006,-0.004,0.07,1480.0,-52.61452674865723,-1.8984436988830566,1.9028973579406738,1.0
1434,7263,0.008,0.0,0.055,1500.0,-49.4341516494751,-1.597448706626892,1.6028587818145752,0.9997563352781416
1435,7265,0.006,-0.002,0.0525,1520.0,-40.177316665649414,-1.602900505065918,1.6187611818313599,0.9995213020758309
1436,7271,0.006,-0.002,0.055,1540.0,-42.955403327941895,-1.5656014680862427,1.57682204246521,0.9988032552250206
1437,7273,0.008,0.01,0.0475,1570.0,-48.134989738464355,-2.0647222995758057,2.072850227355957,0.9997195343127798
1438,7278,0.002,0.012,0.0575,1510.0,-28.86000156402588,-1.740573763847351,1.805746078491211,1.0
1439,7283,0.002,-0.002,0.05,1450.0,-0.32362259924411774,-0.05180613324046135,1.9281316995620728,0.5507221509151363
1440,7287,0.002,0.01,0.0475,1550.0,-1.4342176914215088,-0.18124108016490936,1.4481836557388306,0.4931083347103994
1441,7294,0.006,0.012,0.055,1600.0,-45.1732873916626,-1.304756999015808,1.3119890689849854,0.9265415434093963
1442,7297,0.003,0.014,0.07,1450.0,-46.12377643585205,-1.542857050895691,1.55051851272583,0.998487140731978
1443,7300,0.004,0.008,0.0625,1530.0,-48.8588809967041,-1.472624659538269,1.477954626083374,0.9993381865526655
1444,7304,0.003,-0.016,0.0475,1530.0,-44.75921154022217,-1.469241976737976,1.4777858257293701,1.0
1445,7305,0.004,-0.008,0.0425,1530.0,-34.30532455444336,-1.6509418487548828,1.6833703517913818,1.0
1446,7307,0.008,-0.006,0.04,1490.0,-47.821640968322754,-1.5456396341323853,1.5519462823867798,0.9988250652075371
1447,7308,0.002,0.016,0.05,1550.0,-36.67353868484497,-1.2854187488555908,1.3045521974563599,1.0
1448,7322,0.006,0.016,0.07,1430.0,-41.071367263793945,-1.477416753768921,1.4905930757522583,0.9996216420360033
1449,7328,0.008,0.002,0.0575,1520.0,-49.51727867126465,-1.6196666955947876,1.625099539756775,0.9997560678275793
1450,7349,0.006,0.01,0.0625,1430.0,-43.34053993225098,-1.4456192255020142,1.455527424812317,0.999520268634954
1451,7350,0.008,-0.002,0.045,1520.0,-52.89942264556885,-2.0564961433410645,2.061164379119873,1.0
