id,r,cx,cz,c,contrast,cnr,snr,gcnr
785,0.006,-0.016,0.0675,1460.0,-8.16404104232788,-0.936711311340332,1.6214582920074463,0.5693584587260907
788,0.002,-0.006,0.0525,1580.0,-8.038313388824463,-0.9569115042686462,1.6921273469924927,0.6951219710713221
792,0.002,0.0,0.07,1590.0,-8.47482979297638,-0.9469706416130066,1.5756244659423828,0.66843027517738
801,0.006,0.016,0.06,1470.0,-7.63811469078064,-0.915271520614624,1.6629072427749634,0.5570102885356025
804,0.008,0.004,0.0425,1520.0,-9.179732203483582,-1.0057494640350342,1.6064989566802979,0.6188478657137848
806,0.002,-0.002,0.04,1590.0,-7.890051007270813,-0.9018872380256653,1.5895649194717407,0.6024399799900662
810,0.004,-0.008,0.0575,1440.0,-7.941470742225647,-0.9678393006324768,1.72481369972229,0.5735479060396336
817,0.003,0.014,0.0425,1510.0,-7.508529424667358,-0.8614262342453003,1.5746606588363647,0.5487567499863448
823,0.006,-0.002,0.045,1480.0,-8.224254846572876,-0.9061176776885986,1.5543620586395264,0.5526093870327975
834,0.006,-0.014,0.065,1580.0,-10.24358868598938,-1.0858947038650513,1.6228705644607544,0.6713131506594998
842,0.008,0.004,0.04,1490.0,-8.429213166236877,-0.9487782120704651,1.6035131216049194,0.5652087629707269
843,0.002,-0.012,0.0625,1500.0,-6.832329630851746,-0.8938187956809998,1.792460560798645,0.6271604338219964
844,0.003,0.016,0.0525,1450.0,-6.846243739128113,-0.8445264101028442,1.6695150136947632,0.5265928521385225
857,0.006,-0.01,0.06,1440.0,-7.736494541168213,-0.8992288708686829,1.6096107959747314,0.525821703238375
861,0.002,-0.014,0.0675,1430.0,-7.796813249588013,-0.9173240065574646,1.633439540863037,0.5906432883766555
871,0.002,-0.006,0.055,1480.0,-8.680779337882996,-1.0473453998565674,1.7639368772506714,0.6768292037045502
873,0.002,-0.014,0.07,1550.0,-8.464494943618774,-1.0361014604568481,1.7649986743927002,0.728675202044717
874,0.002,0.002,0.0425,1420.0,-4.168189167976379,-0.5440369844436646,1.6356369256973267,0.5146198850578563
875,0.003,-0.004,0.06,1510.0,-7.838233709335327,-0.8988425135612488,1.6032449007034302,0.5719808383724879
879,0.008,0.0,0.0575,1520.0,-9.731249213218689,-1.0582305192947388,1.6291509866714478,0.643327032794794
883,0.003,0.002,0.065,1570.0,-10.452929735183716,-0.989994466304779,1.4495251178741455,0.6646524743792452
885,0.008,0.016,0.0475,1580.0,-9.171444177627563,-1.0415815114974976,1.668129563331604,0.6202962323341111
890,0.006,0.012,0.06,1510.0,-9.20783519744873,-0.9790664315223694,1.5542182922363281,0.6148578903887496
900,0.006,0.012,0.0425,1570.0,-8.593511581420898,-0.9844925999641418,1.6504627466201782,0.5857115571136601
905,0.008,0.012,0.0525,1430.0,-8.354083895683289,-0.9488250613212585,1.6126586198806763,0.5750288057327942
908,0.003,-0.016,0.0525,1480.0,-7.514286041259766,-0.9767469167709351,1.8105032444000244,0.5748821814145977
918,0.006,-0.012,0.0575,1550.0,-9.653874635696411,-0.9961967468261719,1.5418728590011597,0.6245622172187146
922,0.002,0.0,0.05,1440.0,-5.099770426750183,-0.6395392417907715,1.546750783920288,0.5987655079055358
928,0.004,0.004,0.0675,1470.0,-7.603784799575806,-0.9208253622055054,1.6774617433547974,0.5475149148190934
934,0.002,0.002,0.0675,1550.0,-8.652028441429138,-1.0110902786254883,1.6691123247146606,0.672514700720803
944,0.004,0.016,0.055,1500.0,-7.941039800643921,-0.8006769418716431,1.399648904800415,0.5133178464484871
951,0.008,0.002,0.0525,1560.0,-10.22939682006836,-1.0695301294326782,1.596044659614563,0.6679046981432776
954,0.004,-0.008,0.04,1430.0,-6.590976715087891,-0.7982814908027649,1.6132255792617798,0.48199836690879494
957,0.003,0.0,0.0475,1430.0,-7.689710855484009,-0.9594537615776062,1.762169599533081,0.5623615060753125
958,0.004,0.006,0.0575,1580.0,-10.068044662475586,-1.0128591060638428,1.5189751386642456,0.6505638523903622
960,0.003,0.016,0.065,1500.0,-8.812341690063477,-0.8137244582176208,1.3127257823944092,0.5558027911717305
963,0.006,0.008,0.055,1550.0,-9.85464632511139,-1.0737528800964355,1.6468274593353271,0.6377069049449963
974,0.006,0.012,0.07,1570.0,-9.950685501098633,-1.0113807916641235,1.532240390777588,0.6360109710993532
992,0.003,0.006,0.05,1550.0,-8.297245502471924,-1.0170258283615112,1.763809323310852,0.6103599548126597
1000,0.004,-0.014,0.04,1460.0,-6.689438223838806,-0.8209089636802673,1.6509853601455688,0.4863520362055628
1002,0.006,0.008,0.0675,1530.0,-10.755935907363892,-1.1056185960769653,1.605937123298645,0.6843195243491687
1008,0.008,0.01,0.065,1450.0,-9.394612908363342,-0.974831223487854,1.5289868116378784,0.6105209377931513
1016,0.002,-0.008,0.0475,1500.0,-8.31258475780487,-0.8165795207023621,1.3732057809829712,0.5987817032278706
1018,0.003,-0.004,0.07,1530.0,-8.844205141067505,-0.9722305536270142,1.58748197555542,0.5879148233487428
1037,0.002,-0.01,0.065,1460.0,-9.08523678779602,-1.1762464046478271,1.8888989686965942,0.7418301160037986
1041,0.008,0.012,0.0675,1540.0,-10.236705541610718,-1.0137804746627808,1.5099564790725708,0.6478209564570192
1044,0.002,0.01,0.0525,1470.0,-6.529274582862854,-0.7862933278083801,1.5778201818466187,0.6073414690832726
